id,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,month,year,Latitude,Longitude,precipitation,LAI,Temp,Disease_Category
8279,28th week,Telangana,Warangal,Acute Diarrhoeal Disease,10,0,30,6,2010,17.9820644,79.5970954,0.2134804,5.0,307.1333334,Diarrheal Diseases
8280,28th week,Arunachal Pradesh,East Kameng,Acute Diarrhoeal Disease,15,0,21,6,2010,27.3,93.05,3.272784889,5.0,287.45,Diarrheal Diseases
8281,28th week,Assam,Sonitpur,Malaria,289,3,24,5,2010,26.76777075,92.70140886,1.602220591,18.0,302.04,Malaria
8282,28th week,Tamil Nadu,Theni,Acute Diarrhoeal Disease,28,0,6,7,2010,9.9696643,77.47420049,0.268812198,5.0,316.6666666,Diarrheal Diseases
8283,28th week,Telangana,Adilabad,Acute Diarrhoeal Disease,30,0,16,7,2010,19.5,78.5,0.12083364,7.0,300.42,Diarrheal Diseases
8284,28th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,44,0,14,7,2010,15.6589741,79.47164373,0.087087798,12.0,303.8866666,Diarrheal Diseases
8285,28th week,Himachal Pradesh,Shimla,Cholera,40,1,13,7,2010,31.1041526,77.1709729,0.739607705,29.0,297.395,Diarrheal Diseases
8286,28th week,Haryana,Kurukshetra,Cholera,5,0,12,7,2010,29.9693747,76.8482787,1.240352412,8.5,303.045,Diarrheal Diseases
8287,28th week,Madhya Pradesh,Guna,Acute Diarrhoeal Disease,63,1,14,7,2010,24.5,77.5,0.241037542,7.0,309.53,Diarrheal Diseases
8288,28th week,Maharashtra,Beed,Acute Diarrhoeal Disease,29,1,13,7,2010,18.9918442,75.909784,0.432193505,3.0,310.28,Diarrheal Diseases
8289,28th week,Punjab,Jalandhar,Acute Diarrhoeal Disease,202,1,14,7,2010,31.29201065,75.56805772,1.013256608,8.0,302.964,Diarrheal Diseases
8290,28th week,Punjab,S.A.S Nagar,Acute Diarrhoeal Disease,100,1,16,7,2010,30.7041168,76.7176885,0.454718412,10.0,301.505,Diarrheal Diseases
8291,28th week,Odisha,Ganjam,Acute Diarrhoeal Disease,11,0,12,7,2010,19.4129711,85.04710406,0.225489454,4.5,300.9333334,Diarrheal Diseases
8292,28th week,Rajasthan,Baran,Acute Diarrhoeal Disease,78,1,11,7,2010,24.91765715,76.69627663,0.315070896,4.0,307.5066666,Diarrheal Diseases
8293,28th week,Rajasthan,Jaipur,Cholera,766,0,16,7,2010,26.9154576,75.8189817,0.062034193,4.0,310.33,Diarrheal Diseases
8294,28th week,Rajasthan,Pali,Acute Diarrhoeal Disease,109,0,17,7,2010,25.6040908,73.41560879,0.086434515,2.0,309.9733334,Diarrheal Diseases
8295,28th week,Rajasthan,Nagaur,Acute Diarrhoeal Disease,48,1,16,7,2010,27.0607859,74.17667538,0.028502652,2.0,308.94,Diarrheal Diseases
8296,28th week,West Bengal,Murshidabad,Acute Diarrhoeal Disease,34,1,16,7,2010,24.1745993,88.2721335,1.071846974,8.0,300.62,Diarrheal Diseases
8297,28th week,Arunachal Pradesh,East Kameng,Acute Diarrhoeal Disease,15,0,22,6,2010,27.3,93.05,3.563766266,5.0,285.4466666,Diarrheal Diseases
8298,28th week,Haryana,Gurgaon,Acute Diarrhoeal Disease,155,0,10,7,2010,28.42826235,77.00270015,1.267421032,4.0,308.17,Diarrheal Diseases
8299,28th week,Karnataka,Tumkur,Acute Diarrhoeal Disease,50,1,12,7,2010,13.3400771,77.1006208,0.378755719,5.0,301.37,Diarrheal Diseases
8300,28th week,Karnataka,Hassan,Acute Diarrhoeal Disease,15,0,15,7,2010,13.0070817,76.0992703,0.251045803,6.0,299.6,Diarrheal Diseases
8301,28th week,Karnataka,Chitradurga,Dengue,212,0,9,7,2010,14.2266443,76.4005122,0.51570513,3.0,308.76,Dengue
8302,28th week,Madhya Pradesh,Chhindwara,Acute Diarrhoeal Disease,40,1,9,7,2010,22.13983105,78.80964495,2.07051305,4.0,298.78,Diarrheal Diseases
8303,28th week,Maharashtra,Parbhani,Acute Diarrhoeal Disease,61,1,9,7,2010,19.29031365,76.60290343,2.304096889,2.0,303.56,Diarrheal Diseases
8304,28th week,Maharashtra,Akola,Acute Diarrhoeal Disease,59,1,8,7,2010,20.76181225,77.19211567,1.080278146,2.0,306.72,Diarrheal Diseases
8305,28th week,Haryana,Karnal,Cholera,46,2,3,7,2010,29.6803266,76.9896254,0.147447239,16.0,302.255,Diarrheal Diseases
8306,28th week,Maharashtra,Jalna,Acute Diarrhoeal Disease,13,1,12,7,2010,19.91883295,75.87085986,0.590430799,3.0,305.3,Diarrheal Diseases
8307,28th week,Tamil Nadu,Villupuram,Acute Diarrhoeal Disease,10,0,17,7,2010,11.9415377,79.4861469,0.214474905,10.0,309.4733334,Diarrheal Diseases
8308,28th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,13,0,13,7,2010,24.0,87.583333,0.90070696,7.0,305.13,Diarrheal Diseases
8309,29th week,Telangana,Adilabad,Acute Diarrhoeal Disease,30,0,16,7,2010,19.5,78.5,0.12083364,7.0,300.42,Diarrheal Diseases
8310,29th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,44,0,14,7,2010,15.6589741,79.47164373,0.087087798,12.0,303.8866666,Diarrheal Diseases
8311,29th week,Himachal Pradesh,Shimla,Cholera,40,1,13,7,2010,31.1041526,77.1709729,0.739607705,29.0,297.395,Diarrheal Diseases
8312,29th week,Haryana,Kurukshetra,Cholera,5,0,12,7,2010,29.9693747,76.8482787,1.240352412,8.5,303.045,Diarrheal Diseases
8313,29th week,Madhya Pradesh,Guna,Acute Diarrhoeal Disease,63,1,14,7,2010,24.5,77.5,0.241037542,7.0,309.53,Diarrheal Diseases
8314,29th week,Maharashtra,Beed,Acute Diarrhoeal Disease,29,1,13,7,2010,18.9918442,75.909784,0.432193505,3.0,310.28,Diarrheal Diseases
8315,29th week,Punjab,Jalandhar,Acute Diarrhoeal Disease,202,1,14,7,2010,31.29201065,75.56805772,1.013256608,8.0,302.964,Diarrheal Diseases
8316,29th week,Punjab,S.A.S Nagar,Acute Diarrhoeal Disease,100,1,16,7,2010,30.7041168,76.7176885,0.454718412,10.0,301.505,Diarrheal Diseases
8317,29th week,Odisha,Ganjam,Acute Diarrhoeal Disease,11,0,12,7,2010,19.4129711,85.04710406,0.225489454,4.5,300.9333334,Diarrheal Diseases
8318,29th week,Rajasthan,Baran,Acute Diarrhoeal Disease,78,1,11,7,2010,24.91765715,76.69627663,0.315070896,4.0,307.5066666,Diarrheal Diseases
8319,29th week,Rajasthan,Jaipur,Cholera,766,0,16,7,2010,26.9154576,75.8189817,0.062034193,4.0,310.33,Diarrheal Diseases
8320,30th week,Haryana,Narnaul,Acute Diarrhoeal Disease,220,1,21,7,2010,27.99708325,76.07576218,0.260840715,6.0,311.92,Diarrheal Diseases
8321,30th week,Maharashtra,Parbhani,Acute Diarrhoeal Disease,39,1,19,7,2010,19.29031365,76.60290343,0.367875878,2.5,305.39,Diarrheal Diseases
8322,30th week,Punjab,Barnala,Acute Diarrhoeal Disease,276,0,20,7,2010,30.3704685,75.50401742,0.215965417,8.5,304.96,Diarrheal Diseases
8323,30th week,Tamil Nadu,Tiruvannamalai,Dengue,9,0,24,7,2010,12.22721295,79.07015555,0.331838806,8.0,303.1,Dengue
8324,30th week,Uttarakhand,Pratap Nagar,Acute Diarrhoeal Disease,25,1,22,7,2010,29.2175566,79.5024268,4.752676189,18.0,300.29,Diarrheal Diseases
8325,30th week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,5,2,18,7,2010,22.3599134,87.41331448,0.53324203,10.0,303.85,Diarrheal Diseases
8326,30th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,65,0,19,7,2010,22.9052114,88.3760639,0.41118944,10.0,301.44,Diarrheal Diseases
8327,30th week,Bihar,Munger,Malaria,29,0,12,7,2010,25.22081165,86.51720367,0.978072505,7.5,310.58,Malaria
8328,30th week,Tamil Nadu,Erode,Acute Diarrhoeal Disease,15,0,14,7,2010,11.3692044,77.67662687,0.38393129,10.0,302.15,Diarrheal Diseases
8329,30th week,Madhya Pradesh,Chhindwara,Acute Diarrhoeal Disease,132,1,9,7,2010,22.13983105,78.80964495,2.07051305,4.0,298.78,Diarrheal Diseases
8330,30th week,Puducherry,Puducherry,Cholera,6,1,29,6,2010,11.9340568,79.8306447,0.178446875,12.0,309.0533334,Diarrheal Diseases
8331,30th week,Rajasthan,Jaipur,Cholera,984,0,16,7,2010,26.9154576,75.8189817,0.062034193,4.0,310.33,Diarrheal Diseases
8332,30th week,West Bengal,Purulia,Acute Diarrhoeal Disease,10,0,23,7,2010,23.3291882,86.3672378,0.184327081,8.0,305.72,Diarrheal Diseases
8333,31st week,Telangana,Medak,Acute Diarrhoeal Disease,31,1,28,7,2010,17.9375095,78.21174499,0.896746087,9.0,307.62,Diarrheal Diseases
8334,31st week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,30,1,26,7,2010,15.6589741,79.47164373,0.617833668,5.0,303.8866666,Diarrheal Diseases
8335,31st week,Telangana,Warangal,Acute Diarrhoeal Disease,30,2,29,7,2010,17.9820644,79.5970954,1.182017417,7.0,305.54,Diarrheal Diseases
8336,31st week,Chhattisgarh,Surguja,Acute Diarrhoeal Disease,32,0,27,7,2010,23.25,83.0,0.892978936,9.0,303.3241667,Diarrheal Diseases
8337,31st week,Madhya Pradesh,Narsinghpur,Acute Diarrhoeal Disease,32,1,24,7,2010,22.9467047,79.1980228,0.342846169,9.0,304.8,Diarrheal Diseases
8338,31st week,Maharashtra,Jalna,Acute Diarrhoeal Disease,35,1,24,7,2010,19.91883295,75.87085986,0.314176142,3.0,303.895,Diarrheal Diseases
8339,31st week,Karnataka,Bijapur,Malaria,44,0,10,7,2010,16.8269911,75.7175387,0.455557631,3.0,303.13,Malaria
8340,31st week,Karnataka,Koppal,Acute Diarrhoeal Disease,11,0,23,7,2010,15.3484144,76.1547421,0.651076448,3.0,302.38,Diarrheal Diseases
8341,31st week,Madhya Pradesh,Sagar,Acute Diarrhoeal Disease,45,1,21,7,2010,23.80961225,78.75911361,0.567110106,9.0,310.96,Diarrheal Diseases
8342,31st week,Maharashtra,Parbhani,Acute Diarrhoeal Disease,31,1,18,7,2010,19.29031365,76.60290343,0.339639797,4.0,306.43,Diarrheal Diseases
8343,31st week,Odisha,Gajapati,Dengue,85,1,21,7,2010,19.19557415,84.19297736,0.60649415,17.0,298.5466666,Dengue
8344,31st week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,37,0,26,7,2010,14.4752936,78.8216861,0.41130478,10.0,308.84,Diarrheal Diseases
8345,31st week,Haryana,Narnaul,Acute Diarrhoeal Disease,245,1,21,7,2010,27.99708325,76.07576218,0.260840715,6.0,311.92,Diarrheal Diseases
8346,31st week,Himachal Pradesh,Shimla,Cholera,235,1,13,7,2010,31.1041526,77.1709729,0.739607705,29.0,297.395,Diarrheal Diseases
8347,31st week,Karnataka,Tumkur,Acute Diarrhoeal Disease,97,1,15,7,2010,13.3400771,77.1006208,0.189118632,5.0,301.37,Diarrheal Diseases
8348,32nd week,Gujarat,Vadodara,Acute Diarrhoeal Disease,41,2,22,7,2010,22.2973142,73.1942567,0.492251303,5.0,307.72,Diarrheal Diseases
8349,32nd week,Gujarat,Gandhinagar,Acute Diarrhoeal Disease,12,1,28,7,2010,23.2232877,72.6492267,2.152496609,3.0,316.07,Diarrheal Diseases
8350,32nd week,Gujarat,Anand,Acute Diarrhoeal Disease,12,0,28,7,2010,22.5584995,72.9625629,0.966396423,5.0,308.2483333,Diarrheal Diseases
8351,32nd week,Gujarat,Panchmahal,Acute Encephalitis Syndrome,6,6,23,7,2010,22.7748893,73.620404,0.480819869,6.0,307.59,Encephalitis
8352,32nd week,Madhya Pradesh,Betul,Acute Diarrhoeal Disease,256,1,23,7,2010,21.8796162,77.87568125,0.487435807,13.0,300.9,Diarrheal Diseases
8353,32nd week,Madhya Pradesh,Panna,Acute Diarrhoeal Disease,21,1,25,7,2010,24.5,80.25,0.746624857,10.0,304.42,Diarrheal Diseases
8354,32nd week,Madhya Pradesh,Seoni,Acute Diarrhoeal Disease,35,0,30,7,2010,22.2758789,79.72104465,1.599986433,8.0,306.1,Diarrheal Diseases
8355,32nd week,Madhya Pradesh,Vidisha,Acute Diarrhoeal Disease,114,1,1,8,2010,23.5225788,77.8148001,1.468986649,8.0,300.76,Diarrheal Diseases
8356,32nd week,Punjab,Ludhiana,Cholera,4,1,6,7,2010,30.9090157,75.851601,0.215998988,7.0,301.4066666,Diarrheal Diseases
8357,32nd week,Rajasthan,Karauli,Acute Diarrhoeal Disease,52,0,20,7,2010,26.51668105,77.05772977,0.343784954,9.0,313.8933334,Diarrheal Diseases
8358,32nd week,Uttar Pradesh,Ghaziabad,Acute Diarrhoeal Disease,13,1,22,7,2010,28.6711527,77.4120356,1.624889875,7.0,310.38,Diarrheal Diseases
8359,32nd week,Tamil Nadu,Dindigul,Dengue,9,0,25,7,2010,10.3303299,78.06739791,0.348618156,8.0,304.9,Dengue
8360,32nd week,Tamil Nadu,Namakkal,Dengue,21,0,27,7,2010,11.28422485,78.16615284,0.069972627,9.0,307.19,Dengue
8361,32nd week,Tamil Nadu,Tiruvannamalai,Dengue,20,0,28,7,2010,12.22721295,79.07015555,0.010324839,10.5,306.62,Dengue
8362,32nd week,Tamil Nadu,Vellore,Chikungunya,8,0,30,7,2010,12.7948109,79.0006411,0.073996359,12.0,302.18,Chikungunya
8363,32nd week,Tamil Nadu,Virudhunagar,Acute Diarrhoeal Disease,12,0,22,7,2010,9.5208936,77.8784564,0.450906722,4.0,314.2666666,Diarrheal Diseases
8364,32nd week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,9,1,28,7,2010,13.1601048,79.15555062,0.026553189,11.5,301.38,Diarrheal Diseases
8365,32nd week,Bihar,Lakhisarai,Malaria,121,0,23,6,2010,25.1677029,86.05935924,0.614378389,5.0,307.72,Malaria
8366,32nd week,Rajasthan,Pali,Acute Diarrhoeal Disease,176,0,17,7,2010,25.6040908,73.41560879,0.086434515,2.0,309.9733334,Diarrheal Diseases
8367,33rd week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,53,0,26,7,2010,14.4752936,78.8216861,0.41130478,10.0,308.84,Diarrheal Diseases
8368,33rd week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,25,0,2,8,2010,18.1120819,83.40521962,0.839919641,5.0,303.04,Diarrheal Diseases
8369,33rd week,Gujarat,Kutch,Chikungunya,175,0,6,8,2010,23.583333,70.0,0.830036887,5.0,294.44,Chikungunya
8370,33rd week,Haryana,Jind,Acute Diarrhoeal Disease,120,2,9,8,2010,29.30182625,76.33847077,0.277788053,16.0,303.0533334,Diarrheal Diseases
8371,33rd week,Haryana,Karnal,Malaria,142,2,31,7,2010,29.6803266,76.9896254,0.669287026,16.0,301.06,Malaria
8372,33rd week,Karnataka,Belgaum,Acute Diarrhoeal Disease,43,0,2,8,2010,15.8572666,74.5069343,1.474761356,2.0,296.74,Diarrheal Diseases
8373,33rd week,Karnataka,Hassan,Dengue,17,0,1,8,2010,13.0070817,76.0992703,0.632952293,3.0,299.2,Dengue
8374,33rd week,Karnataka,Gulbarga,Dengue,31,1,2,8,2010,17.166667,77.083333,1.008117548,2.0,309.44,Dengue
8375,33rd week,Kerala,Wayanad,Chikungunya,13,1,1,7,2010,11.715219,76.12690295,0.696739417,7.0,294.48,Chikungunya
8376,33rd week,Kerala,Malappuram,Malaria,9,1,4,8,2010,11.10684475,76.1099551,0.969344964,16.0,300.2,Malaria
8377,33rd week,Madhya Pradesh,Morena,Acute Diarrhoeal Disease,26,0,3,8,2010,26.166667,77.5,0.62738059,8.0,302.38,Diarrheal Diseases
8378,33rd week,Madhya Pradesh,Khandwa,Acute Diarrhoeal Disease,38,1,4,8,2010,21.9778642,76.56882823,2.38873824,11.0,301.03,Diarrheal Diseases
8379,33rd week,Madhya Pradesh,Narsinghpur,Acute Diarrhoeal Disease,96,1,30,7,2010,22.9467047,79.1980228,0.858944407,4.0,304.8,Diarrheal Diseases
8380,33rd week,Madhya Pradesh,Dhar,Acute Diarrhoeal Disease,43,1,5,8,2010,22.5,75.25,1.258380529,4.5,300.74,Diarrheal Diseases
8381,33rd week,Madhya Pradesh,Raisen,Acute Diarrhoeal Disease,28,2,2,8,2010,23.25,78.083333,0.879068955,3.0,300.48,Diarrheal Diseases
8382,33rd week,Madhya Pradesh,Bhopal,Acute Diarrhoeal Disease,29,1,31,7,2010,23.2584857,77.401989,1.414256875,4.0,299.5,Diarrheal Diseases
8383,33rd week,Maharashtra,Beed,Acute Diarrhoeal Disease,28,1,1,1,2010,18.9918442,75.909784,0.084504635,8.0,301.82,Diarrheal Diseases
8384,33rd week,Punjab,Gurdaspur,Acute Diarrhoeal Disease,3,2,10,8,2010,32.166667,75.316667,1.161508195,7.0,309.23,Diarrheal Diseases
8385,33rd week,Rajasthan,Udaipur,Cholera,25,2,29,7,2010,24.578721,73.6862571,0.548171027,10.0,303.29,Diarrheal Diseases
8386,33rd week,Rajasthan,Ajmer,Acute Diarrhoeal Disease,48,1,5,8,2010,26.4691,74.639,0.891660386,9.0,299.7,Diarrheal Diseases
8387,33rd week,Rajasthan,Bhilwara,Acute Diarrhoeal Disease,45,1,3,8,2010,25.48877345,74.69961284,0.808126931,4.0,302.69,Diarrheal Diseases
8388,33rd week,Tamil Nadu,Thiruvarur,Dengue,22,0,10,8,2010,10.73618605,79.63318659,0.148931149,9.0,311.02,Dengue
8389,33rd week,Tamil Nadu,Villupuram,Acute Diarrhoeal Disease,14,0,2,8,2010,11.9415377,79.4861469,0.032491502,8.0,306.64,Diarrheal Diseases
8390,33rd week,Uttar Pradesh,Varanasi,Acute Diarrhoeal Disease,17,2,27,7,2010,25.3356491,83.0076292,0.921929662,9.0,303.3241667,Diarrheal Diseases
8391,33rd week,West Bengal,Chapra,Acute Diarrhoeal Disease,24,1,1,8,2010,23.55917085,88.57108716,0.574056877,12.0,300.12,Diarrheal Diseases
8392,33rd week,West Bengal,Hooghly,Acute Diarrhoeal Disease,11,0,1,8,2010,22.9052114,88.3760639,0.637560677,10.0,299.4,Diarrheal Diseases
8393,33rd week,West Bengal,Burdwan,Acute Diarrhoeal Disease,97,1,30,7,2010,23.2495714,87.8681751,0.508871035,5.0,300.53,Diarrheal Diseases
8394,33rd week,West Bengal,Jalpaiguri,Acute Diarrhoeal Disease,34,4,10,8,2010,26.4733048,88.67886686,0.487801882,21.0,298.4666666,Diarrheal Diseases
8395,33rd week,Telangana,Medak,Acute Diarrhoeal Disease,31,1,28,7,2010,17.9375095,78.21174499,0.896746087,9.0,307.62,Diarrheal Diseases
8396,33rd week,Bihar,Munger,Malaria,54,0,12,7,2010,25.22081165,86.51720367,0.978072505,7.5,310.58,Malaria
8397,33rd week,Madhya Pradesh,Betul,Acute Diarrhoeal Disease,98,1,3,8,2010,21.8796162,77.87568125,1.833318382,8.0,296.82,Diarrheal Diseases
8398,33rd week,Uttar Pradesh,Ghazipur,Acute Diarrhoeal Disease,7,1,22,7,2010,25.6035084,83.50745405,0.495204274,4.0,308.97,Diarrheal Diseases
8399,34th week,Assam,Kamrup,Acute Diarrhoeal Disease,70,1,14,8,2010,26.12755515,91.29987148,0.493337541,8.0,302.44,Diarrheal Diseases
8400,34th week,Gujarat,Surat,Acute Diarrhoeal Disease,24,0,15,8,2010,21.19177615,72.95441578,0.574373828,10.0,291.72,Diarrheal Diseases
8401,34th week,Gujarat,Vadodara,Dengue,35,0,13,8,2010,22.2973142,73.1942567,1.547957471,7.0,287.78,Dengue
8402,34th week,Haryana,Yamunanagar,Acute Diarrhoeal Disease,90,1,16,8,2010,30.2112003,77.28638972,0.618798307,9.0,302.27,Diarrheal Diseases
8403,34th week,Madhya Pradesh,Shivpuri,Acute Diarrhoeal Disease,8,1,17,8,2010,25.37524125,77.82811933,0.781133235,9.0,299.41,Diarrheal Diseases
8404,34th week,Punjab,Jalandhar,Acute Diarrhoeal Disease,14,0,17,8,2010,31.29201065,75.56805772,0.851923766,15.0,298.31,Diarrheal Diseases
8405,34th week,Punjab,Fatehgarh Sahib,Acute Diarrhoeal Disease,50,0,18,8,2010,30.6466737,76.3887563,0.615075847,17.0,301.62,Diarrheal Diseases
8406,34th week,Telangana,Warangal,Acute Diarrhoeal Disease,50,0,11,8,2010,17.9820644,79.5970954,0.750131686,9.0,305.7933334,Diarrheal Diseases
8407,34th week,Arunachal Pradesh,Lower Subansiri,Malaria,24,1,2,8,2010,27.8,93.6,1.018872718,28.0,286.375,Malaria
8408,34th week,Madhya Pradesh,Hoshangabad,Malaria,108,1,4,8,2010,22.6001502,77.92664521,2.656472612,7.0,299.18,Malaria
8409,34th week,Rajasthan,Tonk,Acute Diarrhoeal Disease,55,2,9,8,2010,26.12214725,75.66375374,0.356582535,9.0,303.94,Diarrheal Diseases
8410,34th week,Tamil Nadu,Villupuram,Dengue,158,0,10,8,2010,11.9415377,79.4861469,0.243232365,11.0,306.365,Dengue
8411,34th week,Uttar Pradesh,Farrukhabad,Acute Diarrhoeal Disease,12,1,27,7,2010,27.43719385,79.48912947,0.844504495,9.0,303.28,Diarrheal Diseases
8412,34th week,Uttar Pradesh,Allahabad,Acute Diarrhoeal Disease,8,1,30,7,2010,25.4381302,81.8338005,0.972263021,5.0,305.24,Diarrheal Diseases
8413,34th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,17,0,2,7,2010,14.4752936,78.8216861,0.20702815,9.0,308.4,Diarrheal Diseases
8414,34th week,Gujarat,Kutch,Chikungunya,349,0,6,8,2010,23.583333,70.0,0.830036887,5.0,294.44,Chikungunya
8415,34th week,Maharashtra,Parbhani,Acute Diarrhoeal Disease,33,1,1,8,2010,19.29031365,76.60290343,0.971252474,3.0,302.09000000000003,Diarrheal Diseases
8416,34th week,West Bengal,Jalpaiguri,Acute Diarrhoeal Disease,66,4,8,8,2010,26.4733048,88.67886686,0.652514226,21.0,298.02,Diarrheal Diseases
8417,34th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,37,0,4,7,2010,24.0,87.583333,1.118796396,6.0,304.38,Diarrheal Diseases
8418,35th week,Telangana,Adilabad,Acute Diarrhoeal Disease,17,0,18,8,2010,19.5,78.5,0.728367214,5.0,304.52,Diarrheal Diseases
8419,35th week,Telangana,Warangal,Acute Diarrhoeal Disease,25,0,20,8,2010,17.9820644,79.5970954,0.9176228,8.0,302.2,Diarrheal Diseases
8420,35th week,Gujarat,Tapi (Surat),Acute Diarrhoeal Disease,10,1,16,8,2010,21.1060413,72.7008247,0.341785869,8.0,299.31,Diarrheal Diseases
8421,35th week,Odisha,Koraput,Acute Diarrhoeal Disease,10,2,19,8,2010,18.7232023,82.60811828,0.556010111,13.0,300.86,Diarrheal Diseases
8422,35th week,Punjab,Jalandhar,Cholera,167,0,17,8,2010,31.29201065,75.56805772,0.851923766,15.0,298.31,Diarrheal Diseases
8423,35th week,Rajasthan,Bhilwara,Acute Diarrhoeal Disease,84,1,18,8,2010,25.48877345,74.69961284,0.872586577,11.0,304.02,Diarrheal Diseases
8424,35th week,West Bengal,Murshidabad,Acute Diarrhoeal Disease,18,0,19,8,2010,24.1745993,88.2721335,0.651550513,9.0,298.1,Diarrheal Diseases
8425,35th week,Assam,Dibrugarh,Acute Diarrhoeal Disease,12,1,13,8,2010,27.4844597,94.9019447,0.485282387,17.5,300.14,Diarrheal Diseases
8426,35th week,Tamil Nadu,Pudukkottai,Chikungunya,41,0,14,8,2010,10.5,78.833333,0.214338587,7.0,310.75,Chikungunya
8427,35th week,Uttar Pradesh,Varanasi,Acute Diarrhoeal Disease,17,2,27,7,2010,25.3356491,83.0076292,0.921929662,9.0,303.3241667,Diarrheal Diseases
8428,36th week,Bihar,Patna,Acute Diarrhoeal Disease,15,1,28,8,2010,25.6093239,85.1235252,1.257206497,4.5,299.67,Diarrheal Diseases
8429,36th week,Himachal Pradesh,Shimla,Acute Diarrhoeal Disease,37,1,24,8,2010,31.1041526,77.1709729,1.342600571,26.0,262.75,Diarrheal Diseases
8430,36th week,Jammu and Kashmir,Doda,Acute Diarrhoeal Disease,1388,1,22,8,2010,33.1449112,75.5473969,0.603859698,24.0,290.9133334,Diarrheal Diseases
8431,36th week,Karnataka,Uttara Kannada,Acute Diarrhoeal Disease,10,1,24,8,2010,14.72447415,74.64223734,1.211412844,9.0,298.06,Diarrheal Diseases
8432,36th week,Karnataka,Belgaum,Acute Diarrhoeal Disease,10,0,26,8,2010,15.8572666,74.5069343,0.911488551,5.0,296.74,Diarrheal Diseases
8433,36th week,Punjab,Ludhiana,Acute Diarrhoeal Disease,94,6,26,8,2010,30.9090157,75.851601,0.802375375,20.0,296.3466666,Diarrheal Diseases
8434,36th week,Tamil Nadu,Cuddalore,Acute Diarrhoeal Disease,51,0,26,8,2010,11.7564329,79.7634644,2.003332569,12.0,309.755,Diarrheal Diseases
8435,36th week,Uttar Pradesh,Pratapgarh,Acute Diarrhoeal Disease,9,3,25,8,2010,25.75,81.75,1.329514999,11.0,297.47,Diarrheal Diseases
8436,36th week,Uttarakhand,Nainital,Dengue,3,0,28,8,2010,29.29478295,79.41548094,1.53304402,22.0,287.34,Dengue
8437,36th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,32,0,24,8,2010,24.0,87.583333,0.528960751,6.0,301.74,Diarrheal Diseases
8438,36th week,Gujarat,Ahmedabad,Cholera,4,0,20,8,2010,23.0216238,72.5797068,0.193025833,9.0,303.42,Diarrheal Diseases
8439,36th week,Gujarat,Junagarh,Acute Diarrhoeal Disease,42,1,21,8,2010,21.25,70.333333,0.32285359,9.0,303.32,Diarrheal Diseases
8440,36th week,Karnataka,Kodagu,Chikungunya,22,2,19,8,2010,12.38217745,75.66531992,2.301587439,7.0,296.4,Chikungunya
8441,36th week,Rajasthan,Jaipur,Acute Diarrhoeal Disease,190,0,15,8,2010,26.9154576,75.8189817,0.436249985,9.0,305.94,Diarrheal Diseases
8442,36th week,Uttar Pradesh,Hardoi,Acute Diarrhoeal Disease,10,1,16,8,2010,27.33857665,80.09752646,0.760329088,6.0,306.4,Diarrheal Diseases
8443,36th week,Uttar Pradesh,Bareilly,Acute Diarrhoeal Disease,19,3,1,8,2010,28.416667,79.383333,1.363365482,6.0,303.325,Diarrheal Diseases
